brand,name,pickup_type,is_active,description
EMG,60,Humbucker,true,Active neck humbucker with ceramic magnets and close aperture coils producing boosted mids thick lows and singing highs ideal for leads
EMG,60A,Humbucker,true,Active humbucker with Alnico magnets and close aperture coils offering warmer bluesy character in neck or bridge positions
EMG,89,Humbucker,true,Dual-mode active humbucker with Alnico V magnets switchable to single-coil mode via push-pull pot for rich warm humbucking or bright airy Strat tones
EMG,89R,Humbucker,true,Reversed-coil version of the 89 dual-mode active pickup placing the single-coil sweet spot closer to the neck for bright airy chimey tones
EMG,81X,Humbucker,true,X-Series version of the 81 with enhanced preamp providing increased dynamic range and headroom while retaining the ceramic-magnet high-output character
EMG,85X,Humbucker,true,X-Series 85 with Alnico V magnets and improved preamp delivering organic open voice with added headroom and response
EMG,57-7,Humbucker,true,Seven-string active bridge humbucker with Alnico V magnets and steel pole pieces voiced for the bridge position of 7-string guitars
EMG,66-7,Humbucker,true,Seven-string active neck humbucker with Alnico V magnets and ceramic pole pieces delivering warm mids and expansive lows on extended range guitars
EMG,81-7,Humbucker,true,Seven-string version of the 81 active bridge humbucker with ceramic magnets for high-end cut and fluid sustain on 7-string guitars
EMG,85-7,Humbucker,true,Seven-string version of the 85 active humbucker with Alnico V magnets providing exceptional versatility in neck or bridge on 7-string guitars
EMG,707,Humbucker,true,Active 7-string humbucker with Alnico V loaded wide aperture coils eliminating muddy low B string tone while maintaining balanced articulate upper register
EMG,81-8,Humbucker,true,Eight-string version of the 81 active bridge humbucker using ceramic magnets for detailed high-end cut and fluid sustain on 8-string guitars
EMG,57-8,Humbucker,true,Eight-string active bridge humbucker combining Alnico V magnets and steel pole pieces for vintage warmth with active clarity on 8-string guitars
EMG,808,Humbucker,true,Active 8-string humbucker with Alnico V loaded wide aperture coils eliminating muddy low F# string while maintaining clarity across the full range
EMG,Het Set,Humbucker,true,James Hetfield signature active set (JH-N neck + JH-B bridge) blending clarity and punch of passive pickups with legendary EMG active tone
EMG,Super 77 Set,Humbucker,true,Retro Active open-coil active humbucker set with ceramic magnets capturing high-output vintage rock tones
EMG,Hot 70 Set,Humbucker,true,Retro Active set with ceramic bridge and Alnico V neck producing high-output late-70s rock tones
EMG,Fat 55 Set,Humbucker,true,Retro Active open-coil active humbucker set with Alnico magnets for a warm vintage humbucker tone
EMG,SA,Single-coil,true,Active single-coil with Alnico V bar magnet delivering classic noiseless Strat tone: bright airy with rich bottom end and creamy mid-range warmth
EMG,SAV,Single-coil,true,Active single-coil with flat Alnico V pole pieces blending vintage Strat quack with modern flat-radius balance and quiet operation
EMG,SLV,Single-coil,true,Steve Lukather signature active single-coil with over-wound coils and flat Alnico V poles for a meatier tone and uniform appearance
EMG,SV,Single-coil,true,Vintage-style active single-coil with staggered Alnico V pole pieces reproducing 1959 Strat tone with classic quack and punch
EMG,SA/SA/81 Set,Single-coil,true,HSS set pairing two SA Alnico V single-coils with an 81 bridge humbucker for smooth articulate neck/middle and aggressive bridge tones
EMG,H1A,Humbucker,false,Passive HZ humbucker with Alnico V magnets and over-wound coils for warm full mid-range and smooth top end; vintage humbucker character
EMG,H2A,Humbucker,false,Passive HZ humbucker with vintage wind and Alnico V magnets; bridge version offers fat punchy lows and neck version delivers warm clear cleans
EMG,EMG 81,Humbucker,true,High-output active ceramic humbucker; bridge position workhorse for metal
EMG,EMG 60,Humbucker,true,Warm active alnico humbucker; neck position complement to the 81
EMG,EMG 85,Humbucker,true,Active alnico humbucker; warm neck tone with output to match the 81
EMG,EMG 57TW,Humbucker,true,Active twisting humbucker with selectable single-coil mode; bridge
EMG,EMG 66TW,Humbucker,true,Active twisting humbucker with selectable single-coil mode; neck
EMG,EMG 81-7H,Humbucker,true,7-string version of the EMG 81 active ceramic humbucker
EMG,EMG 85-7H,Humbucker,true,7-string version of the EMG 85 active alnico humbucker
EMG,EMG JH HET Set,Humbucker,true,James Hetfield signature active set (bridge and neck pair)
EMG,EMG KH Bone Breaker Set,Humbucker,true,Kirk Hammett signature active humbucker set
Seymour Duncan,SD JB,Humbucker,false,JB model SH-4 high-output humbucker; bridge
Seymour Duncan,SD Jazz,Humbucker,false,Jazz model SH-2 warm vintage humbucker; neck
Seymour Duncan,SD 59,Humbucker,false,Model of a vintage PAF-style humbucker; neck
Seymour Duncan,SD Custom,Humbucker,false,Custom model SH-5 high-output humbucker; bridge
Seymour Duncan,SD Phat Cat,Single-coil,false,P-90-style single-coil in humbucker housing; neck
Fishman,Fishman Fluence Modern Ceramic,Humbucker,true,Fluence Modern multi-voice ceramic humbucker; bridge
Fishman,Fishman Fluence Modern Alnico,Humbucker,true,Fluence Modern multi-voice alnico humbucker; neck
Fishman,Fishman Fluence Open Core Classic,Humbucker,true,Fluence Open Core Classic multi-voice humbucker; coil-split capable
Fishman,Fishman Fluence SC 3-Voice Bridge,Humbucker,true,Stephen Carpenter 3-voice Fluence signature ceramic humbucker
Fishman,Fishman Fluence SC 3-Voice Mid,Humbucker,true,Stephen Carpenter 3-voice Fluence signature alnico humbucker; middle position
ESP,ESP LH-150B,Humbucker,false,ESP-designed passive humbucker; bridge position
ESP,ESP LH-150N,Humbucker,false,ESP-designed passive humbucker; neck position
Fender,V-Mod II Single-Coil Strat,Single-coil,false,V-Mod II voiced Stratocaster single-coil with beveled staggered poles; position-specific voicing
Fender,V-Mod II Single-Coil Tele Bridge,Single-coil,false,V-Mod II voiced Telecaster bridge single-coil with enhanced output and clarity
Fender,V-Mod II Single-Coil Tele Neck,Single-coil,false,V-Mod II voiced Telecaster neck single-coil with full warm tone
Fender,V-Mod II Single-Coil Jazzmaster,Single-coil,false,V-Mod II voiced Jazzmaster single-coil with wide aperture and smooth response
Fender,Ultra II Noiseless Vintage Strat,Single-coil,false,Noiseless single-coil for American Ultra II; flat poles; hum-free vintage Strat tone
Fender,Yosemite Single-Coil Strat,Single-coil,false,Performer Series Strat single-coil with flat-staggered poles for increased output
Fender,Yosemite Single-Coil Tele Bridge,Single-coil,false,Performer Series Tele bridge single-coil with flat-staggered poles
Fender,Yosemite Single-Coil Tele Neck,Single-coil,false,Performer Series Tele neck single-coil with fat warm tone
Fender,Pure Vintage 57 Single-Coil Strat,Single-coil,false,Pure Vintage 1957 Stratocaster single-coil with beveled staggered poles and cloth wiring
Fender,Pure Vintage 61 Single-Coil Strat,Single-coil,false,Pure Vintage 1961 Stratocaster single-coil with beveled staggered poles and cloth wiring
Fender,Pure Vintage 51 Single-Coil Tele Bridge,Single-coil,false,Pure Vintage 1951 Telecaster bridge single-coil with alnico magnets and cloth wire
Fender,Pure Vintage 51 Single-Coil Tele Neck,Single-coil,false,Pure Vintage 1951 Telecaster neck single-coil with alnico magnets and cloth wire
Fender,Player Series Alnico 5 Strat,Single-coil,false,Player Series Stratocaster alnico 5 single-coil with staggered poles
Fender,Player Series Alnico 5 Tele,Single-coil,false,Player Series Telecaster alnico 5 single-coil
Fender,Player Series Alnico 2 Humbucker,Humbucker,false,Player Series alnico 2 humbucker for Stratocaster bridge position
Fender,Player Plus Noiseless Strat,Single-coil,false,Player Plus noiseless Stratocaster single-coil; hum-free with vintage chime
Fender,Player Plus Noiseless Tele,Single-coil,false,Player Plus noiseless Telecaster single-coil; hum-free with bright Tele twang
Fender,Vintera 50s Strat Single-Coil,Single-coil,false,Vintage-style 1950s Stratocaster alnico single-coil with staggered poles
Fender,Vintera 60s Strat Single-Coil,Single-coil,false,Vintage-style 1960s Stratocaster alnico single-coil with staggered poles
Fender,Vintera 60s Tele Single-Coil,Single-coil,false,Vintage-style 1960s Telecaster single-coil with classic chime and twang
Fender,Vintera 50s Tele Single-Coil Bridge,Single-coil,false,Vintage-style 1950s Telecaster bridge single-coil with bright steel twang
Fender,Vintera 50s Tele Single-Coil Neck,Single-coil,false,Vintage-style 1950s Telecaster neck single-coil with warm full tone
Fender,Wide-Range CuNiFe Humbucker,Humbucker,false,Authentic CuNiFe-magnet wide-range humbucker as designed by Seth Lover for 1972 Telecaster Thinline
Squier,Fender Designed Alnico Single-Coil Strat,Single-coil,false,Fender-designed alnico single-coil for Squier Classic Vibe Stratocasters
Squier,Fender Designed Alnico Single-Coil Tele,Single-coil,false,Fender-designed alnico single-coil for Squier Classic Vibe Telecasters
Squier,SQR Ceramic Humbucker,Humbucker,false,Squier ceramic humbucker for Contemporary series; high-output passive
Fishman,Fluence Modern Humbucker 6-String Alnico,Humbucker,true,Multi-Voice 3-voice active humbucker set with Alnico V magnets delivering modern high-output tones and an ideal single-coil voice for 6-string guitars
Fishman,Fluence Modern Humbucker 6-String Ceramic,Humbucker,true,Multi-Voice 3-voice active humbucker set with Ceramic VIII magnets for cutting attack and aggressive crunch with a clean single-coil voice for 6-string guitars
Fishman,Fluence Modern Humbucker 7-String,Humbucker,true,Multi-Voice 3-voice active humbucker set available in Alnico and Ceramic versions for 7-string extended-range guitars
Fishman,Fluence Modern Humbucker 8-String,Humbucker,true,Multi-Voice 3-voice active humbucker set available in Alnico and Ceramic versions for 8-string extended-range guitars
Fishman,Fluence Classic Humbucker 6-String,Humbucker,true,Multi-Voice 3-voice active humbucker set with Alnico V magnets delivering clear vintage-leaning tones with hum-free noise performance
Fishman,Fluence Open Core Classic 6-String,Humbucker,true,Multi-Voice 3-voice open-core active humbucker set spanning explosive humbucking tones to crystal-clear single-coil sounds for 6-string guitars
Fishman,Fluence Open Core Classic 7-String,Humbucker,true,Multi-Voice 3-voice open-core active humbucker set for 7-string guitars spanning humbucking to single-coil voices with up to 200 hours battery life
Fishman,Fluence Single Width 6-String HSH/HSS Set,Single-coil,true,Multi-Voice active single-width pickup set for Strat-style guitars delivering hum-free single-coil tones in HSS and HSH configurations alongside Fluence humbuckers
Fishman,Fluence Tosin Abasi Signature 6-String,Humbucker,true,Signature 3-voice active humbucker set with ceramic bridge and alnico neck combining modern aggression passive punch and single-coil clarity for 6-string guitars
Fishman,Fluence Tosin Abasi Signature 7-String,Humbucker,true,Signature 3-voice active humbucker set with ceramic bridge and alnico neck delivering the most diverse tonal mix of any Fluence pickup for 7-string guitars
Fishman,Fluence Tosin Abasi Signature 8-String,Humbucker,true,Signature 3-voice active humbucker set with ceramic bridge and alnico neck designed for extended-range 8-string articulation and tonal versatility
Fishman,Fluence Devin Townsend Signature 6-String,Humbucker,true,Signature 2-voice active humbucker set with Ceramic VIII magnets spanning high-output modern metal to low-gain passive single-coil sweetness
Fishman,Fluence Killswitch Engage Signature 6-String,Humbucker,true,Signature 3-voice active humbucker set designed by Adam Dutkiewicz and Joel Stroetzel with ceramic bridge and alnico neck for tight modern metal tones
Fishman,Fluence Keith Merrow KM 7-String,Humbucker,true,Signature 3-voice active humbucker set with Alnico V and Open Core Classic neck delivering passive feel dynamics and P.A.F. roots for modern progressive metal
Fishman,Fluence Will Adler Signature 6-String,Humbucker,true,Signature 2-voice active humbucker set combining a Classic alnico neck with a ceramic bridge hybrid for thick passive drive and high-octane active saturation
Fishman,Fluence Stephen Carpenter Signature 6-String,Humbucker,true,Signature 3-voice active humbucker set with glow-in-the-dark accents and a crystal-clear single-coil Voice 3 designed by the Deftones guitarist
Fishman,Fluence Stephen Carpenter Signature 7-String,Humbucker,true,Signature 3-voice active humbucker set for 7-string guitars featuring glow-in-the-dark accents alnico and ceramic options and a single-coil voice
Fishman,Fluence Stephen Carpenter Signature 8-String,Humbucker,true,Signature 3-voice active humbucker set for 8-string guitars featuring glow-in-the-dark accents alnico and ceramic options and a single-coil voice
Fishman,Fluence Greg Koch Gristle-Tone Single Width 6-String,Single-coil,true,Signature 2-voice active single-width Strat-style set delivering Dynamic Strat and Midrange Boost voices with hum-free performance across clean to driven tones
Fishman,Fluence Greg Koch Gristle-Tone Telecaster 6-String,Single-coil,true,Signature 2-voice noiseless Telecaster pickup set with White Guard warmth and Black Guard punch voices for versatile T-style tones
Fishman,Fluence Greg Koch Gristle-Tone P90 6-String,P-90,true,Signature 3-voice active P90-style set delivering vintage P90 character and modern single-coil clarity with hum-free Fluence Core performance
Gibson,Burstbucker 1,Humbucker,false,PAF-style humbucker with asymmetric wind and Alnico 2 magnets; slightly underwound neck pickup used on Les Paul Standard 50s
Gibson,Burstbucker 2,Humbucker,false,PAF-style humbucker with asymmetric wind and Alnico 2 magnets; slightly overwound bridge pickup used on Les Paul Standard 50s
Gibson,Burstbucker 61R,Humbucker,false,60s-voiced humbucker with Alnico 5 magnets; neck pickup used on Les Paul Standard 60s and SG Standard 61
Gibson,Burstbucker 61T,Humbucker,false,60s-voiced humbucker with Alnico 5 magnets; bridge pickup used on Les Paul Standard 60s and SG Standard 61
Gibson,490R,Humbucker,false,Modern-classic Alnico 2 humbucker; neck pickup used on SG Standard and Les Paul Tribute
Gibson,490T,Humbucker,false,Modern-classic Alnico 2 humbucker calibrated for bridge position; used on SG Standard
Gibson,498T,Humbucker,false,Higher-output Alnico 5 bridge humbucker; pairs with 490R on Les Paul Custom and Explorer
Gibson,57 Classic,Humbucker,false,Reproduction of the original PAF with Alnico 2 magnets; used on ES-335 and ES-339 Original Collection
Gibson,57 Classic Plus,Humbucker,false,Slightly overwound version of the 57 Classic; bridge pickup companion to 57 Classic
Gibson,Burstbucker Pro,Humbucker,false,Higher-output PAF-voiced humbucker with Alnico 5 magnets; used on Les Paul Modern and SG Modern neck position
Gibson,Burstbucker Pro+,Humbucker,false,Hotter Alnico 5 bridge humbucker; used on Les Paul Modern and SG Modern bridge position
Gibson,P-90,P-90,false,Gibson soapbar P-90 single-coil; used on Les Paul Special and SG Special
Gibson,P-90 Dog Ear,P-90,false,Dog-ear-mounted P-90 single-coil; used on Les Paul Junior and SG Junior
Gibson,Firebird Mini Humbucker Rhythm,Mini-humbucker,false,Bright-voiced mini humbucker; neck pickup in Firebird reverse-body guitars
Gibson,Firebird Mini Humbucker Lead,Mini-humbucker,false,Bright-voiced mini humbucker; bridge pickup in Firebird reverse-body guitars
Gibson,Calibrated T-Type Rhythm,Humbucker,false,Modern T-Type humbucker calibrated for neck position; used on ES-345 and ES-335 Original Collection
Gibson,Calibrated T-Type Lead,Humbucker,false,Modern T-Type humbucker calibrated for bridge position; used on ES-345 and ES-335 Original Collection
Epiphone,ProBucker-1,Humbucker,false,Epiphone ProBucker PAF-style neck humbucker with Alnico 2 magnets; used on Epiphone Les Paul Standard 50s
Epiphone,ProBucker-2,Humbucker,false,Epiphone ProBucker PAF-style neck humbucker with Alnico 2 magnets; used on Epiphone SG Standard neck position
Epiphone,ProBucker-3,Humbucker,false,Slightly hotter Epiphone ProBucker bridge humbucker; used on Epiphone SG Standard bridge
Epiphone,P-90 PRO Dog Ear Neck,P-90,false,Epiphone P-90 PRO dog-ear neck pickup used on Casino
Epiphone,P-90 PRO Dog Ear Bridge,P-90,false,Epiphone P-90 PRO dog-ear bridge pickup used on Casino
Ibanez,V7,Humbucker,false,Ibanez V7 neck humbucker; used on RG550 Genesis and RG570 models
Ibanez,V8,Humbucker,false,Ibanez V8 bridge humbucker; used on RG550 Genesis and RG570 models
Ibanez,S1,Single-coil,false,Ibanez S1 middle single-coil; used in HSH configuration on RG Genesis models
Ibanez,Quantum Humbucker,Humbucker,false,Ibanez Quantum ceramic humbucker used on RGA and SA Standard series
Ibanez,Resolution Single,Single-coil,false,Ibanez Resolution single-coil used on SA Standard series
Ibanez,IBZ-8 Humbucker,Humbucker,false,Ibanez IBZ-8 humbucker for 8-string guitars
Ibanez,Super 58 Custom,Humbucker,false,Ibanez Super 58 Custom humbucker used on Artcore Expressionist AS93FM
Ibanez,Artcore Humbucker,Humbucker,false,Ibanez Artcore humbucker used on standard Artcore AF75 models
Ibanez,Classic Elite,Humbucker,false,Ibanez Classic Elite humbucker used on Artcore AS73
DiMarzio,The Tone Zone,Humbucker,false,DiMarzio The Tone Zone high-output bridge humbucker used on Prestige RG models
DiMarzio,True Velvet,Single-coil,false,DiMarzio True Velvet middle single-coil used on RG2550 Prestige
DiMarzio,PAF 7,Humbucker,false,DiMarzio PAF 7 low-output humbucker for 7-string Prestige models
DiMarzio,Blaze II Humbucker,Humbucker,false,DiMarzio Blaze II humbucker for 7-string Universe UV777; ceramic magnet
DiMarzio,Blaze II Single,Single-coil,false,DiMarzio Blaze II single-coil middle for 7-string Universe UV777
DiMarzio,Evolution Humbucker,Humbucker,false,DiMarzio Evolution humbucker used on JEM7V (bridge and neck)
DiMarzio,Evolution Single,Single-coil,false,DiMarzio Evolution middle single-coil used on JEM7V
DiMarzio,Air Norton S7,Humbucker,false,DiMarzio Air Norton humbucker neck for AZ47P1QM (7-string Premium)
DiMarzio,True Velvet S,Single-coil,false,DiMarzio True Velvet middle single-coil for AZ47P1QM Premium HSH
DiMarzio,Tone Zone S,Humbucker,false,DiMarzio Tone Zone bridge humbucker for AZ47P1QM Premium
Seymour Duncan,Hyperion H,Humbucker,false,Seymour Duncan Hyperion humbucker (Alnico 5); used on AZ Prestige and Premium 6-string
Seymour Duncan,Hyperion S,Single-coil,false,Seymour Duncan Hyperion single-coil; used in middle position on AZ226
Seymour Duncan,Hyperion H7,Humbucker,false,Seymour Duncan Hyperion 7-string humbucker; used on AZ 7-string Premium
Fishman,Fluence Modern H,Humbucker,true,Fishman Fluence Modern active humbucker; used on RGD Axion Label and RG5120M Prestige
Seymour Duncan,JB TB-4,Humbucker,false,Seymour Duncan JB bridge humbucker; high-output alnico 5 bridge pickup used widely across Jackson Pro and American Series
Seymour Duncan,59 SH-1N,Humbucker,false,Seymour Duncan 59 neck humbucker; vintage-voiced alnico 5 neck pickup used across Jackson Pro and American Series
Seymour Duncan,Distortion TB-6,Humbucker,false,Seymour Duncan Distortion bridge humbucker; ceramic magnet high-gain bridge pickup used on Jackson King V and Rhoads
Seymour Duncan,Distortion SH-6N,Humbucker,false,Seymour Duncan Distortion neck humbucker; ceramic magnet high-gain neck pickup used on Jackson King V and Rhoads
Seymour Duncan,Jazz SH-2N,Humbucker,false,Seymour Duncan Jazz neck humbucker; warm alnico 5 neck pickup used on MJ Series Soloist
Seymour Duncan,Flat Strat SSL-6,Single-coil,false,Seymour Duncan Flat Strat SSL-6 middle single-coil; used in HSS configuration on American Series Soloist SL3
Seymour Duncan,Flat Strat SSL-6 RWRP,Single-coil,false,Seymour Duncan Flat Strat SSL-6 RWRP middle position single-coil; reverse wound reverse polarity for hum cancellation in positions 2 and 4
DiMarzio,CB6 Humbucker,Humbucker,false,DiMarzio Chris Broderick CB6 signature humbucker; custom-voiced for high gain and tight lows on 6-string models
DiMarzio,CB7 Humbucker,Humbucker,false,DiMarzio Chris Broderick CB7 signature humbucker; custom-voiced for 7-string models with extended range clarity
Jackson,MM1 Humbucker,Humbucker,false,Jackson MM1 uncovered direct-mount humbucker designed with Misha Mansoor; used on Juggernaut HT6 and HT7 models
Jackson,High-Output Humbucker,Humbucker,false,Jackson branded ceramic high-output humbucker; used on JS Series Kelly JS32 and Warrior JS32 entry-level models
Fishman,Fluence Modern PRF-MH7,Humbucker,true,Fishman Fluence Modern active multi-voice humbucker with three selectable voices; used on DK Modern HT6 MS and DK Modern Ash HT6
Duncan Designed,HB-103B,Humbucker,false,Duncan Designed ceramic bridge humbucker; Seymour Duncan-licensed pickup used on Jackson X Series SLX DX
Duncan Designed,HB-103N,Humbucker,false,Duncan Designed alnico neck humbucker; Seymour Duncan-licensed pickup used on Jackson X Series SLX DX
Kramer,Kramer USA Eruption T Humbucker,Humbucker,false,Kramer USA Eruption T single-humbucker voiced for high-gain shred; used on The 84
Kramer,Kramer Alnico 5 Classic Humbucker,Humbucker,false,Open-coil Alnico 5 humbucker with double white exposed coils; used on Pacer Classic
Kramer,Kramer USA Golden Classic Humbucker,Humbucker,false,Kramer USA voiced Golden Classic humbucker; bridge position on Pacer Deluxe
Kramer,Kramer USA Triton Noiseless Single-Coil,Single-coil,false,Kramer USA Triton noiseless single-coil; middle and neck positions on Pacer Deluxe
Kramer,Kramer Alnico 5 HB-1 Humbucker,Humbucker,false,Alnico 5 zebra-coil humbucker; bridge position on Striker and Baretta Special
Kramer,Kramer Alnico 5 SC-1 Single-Coil,Single-coil,false,Alnico 5 single-coil; middle and neck positions on Striker and Focus VT-211S
Seymour Duncan,Seymour Duncan JB SH-4,Humbucker,false,Seymour Duncan JB humbucker; high-output passive bridge pickup used on Baretta and SM-1 H
Seymour Duncan,Seymour Duncan JN,Humbucker,false,Seymour Duncan Jazz neck humbucker; paired with JB bridge on Pacer Vintage
Seymour Duncan,Seymour Duncan Cool Rails,Humbucker,false,Seymour Duncan Cool Rails stacked humbucker-in-single-coil form factor; used on SM-1 middle and neck
EMG,EMG 57,Humbucker,true,EMG 57 active humbucker; bridge position on Charlie Parra Vanguard
EMG,EMG 66,Humbucker,true,EMG 66 active humbucker; neck position on Charlie Parra Vanguard
Mayones,Velvetrone Ironside 6,Humbucker,false,Mayones Velvetrone Ironside bridge humbucker 6-string; high-output Alnico V; used on Regius Core / Duvell Elite / Regius 6
Mayones,Velvetrone Solium 6,Humbucker,false,Mayones Velvetrone Solium neck humbucker 6-string; warm Alnico V; used on Regius Core / Duvell Elite / Regius 6
Mayones,Velvetrone Ironside 7,Humbucker,false,Mayones Velvetrone Ironside bridge humbucker 7-string; high-output Alnico V; used on Regius Core 7 / Duvell Elite 7
Mayones,Velvetrone Solium 7,Humbucker,false,Mayones Velvetrone Solium neck humbucker 7-string; warm Alnico V; used on Regius Core 7 / Duvell Elite 7
Mayones,Velvetrone Ironside 8,Humbucker,false,Mayones Velvetrone Ironside bridge humbucker 8-string; used on Regius 8
Mayones,Velvetrone Solium 8,Humbucker,false,Mayones Velvetrone Solium neck humbucker 8-string; used on Regius 8
Mayones,Velvetrone Chori,Humbucker,false,Mayones Velvetrone Chori moderate-output bridge humbucker; vintage-voiced Alnico V; used on Aquila Elite HSS
Mayones,Velvetrone Lionheart,Single-coil,false,Mayones Velvetrone Lionheart single-coil; Alnico V; used in middle and neck positions on Aquila Elite HSS
